Contest ID, Bug ID,,, Bug Description,link,,
77, L-01,,,"[L-01] Inclusive conditions Submitted by pauliax, also found by 0x1f8b, danb, harleythedog, and Jujic","[L-01] Inclusive conditions?Submitted by pauliax, also found by 0x1f8b, danb, harleythedog, and Jujic",,
77, L-02,,,[L-02] removeLiquidity() _tokenRecipient Lack of Zero Address Check May Cause User Lose Fund Permanently Submitted by Meta0xNull,[L-02] removeLiquidity() _tokenRecipient Lack of Zero Address Check May Cause User Lose Fund Permanently?Submitted by Meta0xNull,,
77, L-03,,,[L-03] Revert when K >= 2^256 Submitted by gzeon,[L-03] Revert when K >= 2^256?Submitted by gzeon,,
77, L-04,,,"[L-04] Fee-on-transfer check can be avoided Submitted by harleythedog, also found by 0x1f8b, cmichel, danb, and pauliax","[L-04] Fee-on-transfer check can be avoided?Submitted by harleythedog, also found by 0x1f8b, cmichel, danb, and pauliax",,
77, L-05,,,[L-05] Description of _expirationTimestamp is not exact Submitted by 0x0x0x,[L-05] Description of?_expirationTimestamp?is not exact?Submitted by 0x0x0x,,
77, L-06,,,"[L-06] Incorrect implementation of _quoteTokenQtyMin, _baseTokenQtyMin Submitted by WatchPug","[L-06] Incorrect implementation of?_quoteTokenQtyMin,?_baseTokenQtyMin?Submitted by WatchPug",,
78, L-01,,,"[L-01] Limbo.sol Does Not Implement WithdrawERC20Proposal Functionality Submitted by kirk-baird, also found by shw","[L-01]?Limbo.sol?Does Not Implement?WithdrawERC20Proposal?Functionality?Submitted by kirk-baird, also found by shw",,
78, L-02,,,"[L-02] Denial of Service in UpdateMultipleSoulConfigProposal Submitted by 0x1f8b, also found by Dravee, and robee","[L-02] Denial of Service in UpdateMultipleSoulConfigProposal?Submitted by 0x1f8b, also found by Dravee, and robee",,
78, L-03,,,"[L-03] transfer return value of a general ERC20 is ignored Submitted by robee, also found by 0v3rf10w, 0x1f8b, bobi, BouSalman, cmichel, Dravee, Fitraldys, hyh, p4st13r4, Ruhum, and shw","[L-03] transfer return value of a general ERC20 is ignored?Submitted by robee, also found by 0v3rf10w, 0x1f8b, bobi, BouSalman, cmichel, Dravee, Fitraldys, hyh, p4st13r4, Ruhum, and shw",,
78, L-04,,,[L-04] Insufficient Validation of burnFlashGovernanceAsset() Parameters Submitted by kirk-baird,[L-04] Insufficient Validation of?burnFlashGovernanceAsset()?Parameters?Submitted by kirk-baird,,
78, L-05,,,[L-05] approveUnstake is unsafe Submitted by CertoraInc,[L-05]?approveUnstake?is unsafe?Submitted by CertoraInc,,
78, L-06,,,"[L-06] Loss of precision in purchasePyroFlan() Submitted by sirhashalot, also found by Dravee","[L-06] Loss of precision in?purchasePyroFlan()?Submitted by sirhashalot, also found by Dravee",,
78, L-07,,,"[L-07] Add emergency stop for specific stablecoins in FlanBackstop Submitted by Ruhum, also found by hyh and robee","[L-07] Add emergency stop for specific stablecoins in?FlanBackstop?Submitted by Ruhum, also found by hyh and robee",,
78, L-08,,,"[L-08] Governable configuration can be backrun Submitted by Ruhum, also found by kirk-baird","[L-08]?Governable?configuration can be backrun?Submitted by Ruhum, also found by kirk-baird",,
78, L-09,,,"[L-09] LimboDAO.killDAO() doesn't update the DAO address of FlanBackstop, UniswapHelper, and ProposalFactory Submitted by Ruhum","[L-09]?LimboDAO.killDAO()?doesn't update the DAO address of?FlanBackstop,?UniswapHelper, and?ProposalFactory?Submitted by Ruhum",,
78, L-10,,,"[L-10] Two Steps Verification before Transferring Ownership Submitted by robee, also found by cccz","[L-10] Two Steps Verification before Transferring Ownership?Submitted by robee, also found by cccz",,
78, L-11,,,"[L-11] Unstake wont work if pending reward is 0 Submitted by csanuragjain, also found by CertoraInc and danb","[L-11] Unstake wont work if pending reward is 0?Submitted by csanuragjain, also found by CertoraInc and danb",,
78, L-12,,,[L-12] Proposal cost doesn't use votingDuration Submitted by sirhashalot,[L-12] Proposal cost doesn't use votingDuration?Submitted by sirhashalot,,
79, L-01,,,[L-01] Lack of ownership check Submitted by 0x1f8b,[L-01] Lack of ownership check?Submitted by 0x1f8b,,
79, L-02,,,[L-02] Missing divide by 0 check on tokenAllocated Submitted by Dravee,[L-02] Missing divide by 0 check on tokenAllocated?Submitted by Dravee,,
79, L-03,,,[L-03] Inclusive checks in LaunchEvent.sol for time-management Submitted by Dravee,[L-03] Inclusive checks in LaunchEvent.sol for time-management?Submitted by Dravee,,
79, L-04,,,[L-04] Missing inheritances Submitted by Dravee,[L-04] Missing inheritances?Submitted by Dravee,,
79, L-05,,,"[L-05] RocketJoeStaking.initialize arguments need to be checked Submitted by hyh, also found by Funen and wuwe1","[L-05] RocketJoeStaking.initialize arguments need to be checked?Submitted by hyh, also found by Funen and wuwe1",,
79, L-06,,,"[L-06] createRJLaunchEvent() Multiple launchEvent can be created unexpectedly by reentrancy Submitted by WatchPug, also found by pauliax","[L-06]?createRJLaunchEvent()?Multiple?launchEvent?can be created unexpectedly by reentrancy?Submitted by WatchPug, also found by pauliax",,
79, L-07,,,[L-07] rJoeAmount can never be less than the _avaxAmount Submitted by cmichel,[L-07]?rJoeAmount?can never be less than the?_avaxAmount?Submitted by cmichel,,
79, L-08,,,[L-08] Initialization Function Is Missing If Token is Equals To WAVAX On the LaunchEvent Submitted by defsec,[L-08] Initialization Function Is Missing If Token is Equals To WAVAX On the LaunchEvent?Submitted by defsec,,
79, L-09,,,[L-09] Unsafe call to decimals() Submitted by pauliax,[L-09] Unsafe call to decimals()?Submitted by pauliax,,
79, L-10,,,[L-10] Not verified function inputs of public / external functions Submitted by robee,[L-10] Not verified function inputs of public / external functions?Submitted by robee,,
79, L-11,,,[L-11] safeApprove of openZeppelin is deprecated Submitted by robee,[L-11] safeApprove of openZeppelin is deprecated?Submitted by robee,,
79, L-12,,,[L-12] Mult instead div in compares Submitted by robee,[L-12] Mult instead div in compares?Submitted by robee,,
79, L-13,,,[L-13] Penalty Collector must be trusted Submitted by cmichel,[L-13] Penalty Collector must be trusted?Submitted by cmichel,,
79, L-14,,,"[L-14] FRONT-RUNNABLE INITIALIZERS Submitted by cccz, also found by Czar102, defsec, jayjonah8, Jujic, kirk-baird, Meta0xNull, p4st13r4, pauliax, robee, Ruhum, and wuwe1","[L-14] FRONT-RUNNABLE INITIALIZERS?Submitted by cccz, also found by Czar102, defsec, jayjonah8, Jujic, kirk-baird, Meta0xNull, p4st13r4, pauliax, robee, Ruhum, and wuwe1",,
79, L-15,,,"[L-15] No Transfer Ownership Pattern Submitted by cccz, also found by defsec","[L-15] No Transfer Ownership Pattern?Submitted by cccz, also found by defsec",,
79, L-16,,,"[L-16] Must approve 0 first Submitted by cccz, also found by csanuragjain, defsec, and robee","[L-16] Must approve 0 first?Submitted by cccz, also found by csanuragjain, defsec, and robee",,
79, L-17,,,[L-17] rJoe rewards can be manipulated for all users Submitted by jayjonah8,[L-17] rJoe rewards can be manipulated for all users?Submitted by jayjonah8,,
79, L-18,,,"[L-18] LaunchEvent.sol: Use SafeERC20.safeApprove in createPair() Submitted by Dravee, also found by 0x1f8b, bobi, defsec, pauliax, and WatchPug","[L-18]?LaunchEvent.sol: Use?SafeERC20.safeApprove?in?createPair()?Submitted by Dravee, also found by 0x1f8b, bobi, defsec, pauliax, and WatchPug",,
79, L-19,,,"[L-19] Missing consistent zero address checks Submitted by sirhashalot, also found by 0v3rf10w, 0x1f8b, cccz, defsec, Dravee, gzeon, and UncleGrandpa925","[L-19] Missing consistent zero address checks?Submitted by sirhashalot, also found by 0v3rf10w, 0x1f8b, cccz, defsec, Dravee, gzeon, and UncleGrandpa925",,
79, L-20,,,[L-20] Incorecct calculation between actual code and comment Submitted by Funen,[L-20] Incorecct calculation between actual code and comment?Submitted by Funen,,
79, L-21,,,[L-21] RocketJoeFactory assume the input address is WAVAX Submitted by cccz,[L-21] RocketJoeFactory assume the input address is WAVAX?Submitted by cccz,,
79, L-22,,,[L-22] LaunchEvent.tokenIncentivesPercent wrong docs Submitted by cmichel,[L-22]?LaunchEvent.tokenIncentivesPercent?wrong docs?Submitted by cmichel,,
79, L-23,,,[L-23] Misleading comment in LaunchEvent.getReserves Submitted by cmichel,[L-23] Misleading comment in?LaunchEvent.getReserves?Submitted by cmichel,,
79, L-24,,,[L-24] Wrong comment Submitted by wuwe1,[L-24] Wrong comment?Submitted by wuwe1,,
79, L-25,,,[L-25] Admin Deny of Service Submitted by 0x1f8b,[L-25] Admin Deny of Service?Submitted by 0x1f8b,,
79, L-26,,,[L-26] LaunchEvent pays out fewer incentives then expected Submitted by TomFrenchBlockchain,[L-26] LaunchEvent pays out fewer incentives then expected?Submitted by TomFrenchBlockchain,,
8, L-01,,,Front-running setFees() could avoid fees,https://github.com/code-423n4/2021-05-nftx-findings/issues/72,,
8, L-02,,,Missing pool existence check in balanceOf,https://github.com/code-423n4/2021-05-nftx-findings/issues/80,,
8, L-03,,,Missing parameter validation,https://github.com/code-423n4/2021-05-nftx-findings/issues/44,,
8, L-04,,,Missing usage of SafeMath,https://github.com/code-423n4/2021-05-nftx-findings/issues/45,,
8, L-05,,,Inconsistent solidity pragma,https://github.com/code-423n4/2021-05-nftx-findings/issues/3,,
8, L-06,,,Unchecked external calls in NFTXLPStaking,https://github.com/code-423n4/2021-05-nftx-findings/issues/48,,
8, L-07,,,Vault's flash loan not implemented according to EIP-3156,https://github.com/code-423n4/2021-05-nftx-findings/issues/54,,
8, L-08,,,eligibilityManager is always 0x0,https://github.com/code-423n4/2021-05-nftx-findings/issues/25,,
8, L-09,,,Lack of zero address validation in init() function,https://github.com/code-423n4/2021-05-nftx-findings/issues/82,,
8, L-10,,,__Ownable_init will be called twice in multiple Eligibility contracts,https://github.com/code-423n4/2021-05-nftx-findings/issues/84,,
80, L-01,,,[L-01] Unsafe uint128 casting may overflow Submitted by sirhashalot,[L-01] Unsafe uint128 casting may overflow?Submitted by sirhashalot,,
80, L-02,,,[L-02] Cvx3CrvOracle earned function calculates cvx wrongly if pool claimed indirectly Submitted by kenzo,[L-02] Cvx3CrvOracle earned function calculates cvx wrongly if pool claimed indirectly?Submitted by kenzo,,
80, L-03,,,[L-03] ConvexStakingWrapper.sol: unused nonReentrant modifier Submitted by Dravee,[L-03]?ConvexStakingWrapper.sol: unused?nonReentrant?modifier?Submitted by Dravee,,
80, L-04,,,[L-04] Cvx3CrvOracle returns 0 for small baseAmount Submitted by kenzo,[L-04] Cvx3CrvOracle returns 0 for small baseAmount?Submitted by kenzo,,
80, L-05,,,[L-05] Unbounded loop on array can lead to DoS Submitted by pants,[L-05] Unbounded loop on array can lead to DoS?Submitted by pants,,
80, L-06,,,[L-06] Only passing in one depositedBalance in _checkpointAndClaim() Submitted by GeekyLumberjack,[L-06] Only passing in one depositedBalance in _checkpointAndClaim()?Submitted by GeekyLumberjack,,
81, L-01,,,"[L-01] Missing validation check in totalSupply() Submitted by SolidityScan, also found by cmichel and Dravee","[L-01] Missing validation check in totalSupply()?Submitted by SolidityScan, also found by cmichel and Dravee",,
81, L-02,,,[L-02] setReserveCashBalance can only set less reserves Submitted by GeekyLumberjack,[L-02] setReserveCashBalance can only set less reserves?Submitted by GeekyLumberjack,,
81, L-03,,,"[L-03] No upper limit check on swap fee Percentage Submitted by samruna, also found by Jujic","[L-03] No upper limit check on swap fee Percentage?Submitted by samruna, also found by Jujic",,
81, L-04,,,"[L-04] getVotingPower Truncates Result Leading To Inaccuracies In Voting Power Submitted by leastwood, also found by hyh","[L-04]?getVotingPower?Truncates Result Leading To Inaccuracies In Voting Power?Submitted by leastwood, also found by hyh",,
81, L-05,,,[L-05] makerPrice assumes oracle price is always in 18 decimals Submitted by cmichel,[L-05]?makerPrice?assumes oracle price is always in 18 decimals?Submitted by cmichel,,
81, L-06,,,"[L-06] Users Can Game sNOTE Minting If Buybacks Occur Infrequently Submitted by leastwood, also found by cmichel","[L-06] Users Can Game?sNOTE?Minting If Buybacks Occur Infrequently?Submitted by leastwood, also found by cmichel",,
81, L-07,,,[L-07] extractTokensForCollateralShortfall Can Be Frontrun By Non-Stakers Submitted by leastwood,[L-07]?extractTokensForCollateralShortfall?Can Be Frontrun By Non-Stakers?Submitted by leastwood,,
81, L-08,,,"[L-08] Conversions between sNOTE and BPT when burning cause less sNOTE to be burned than expected Submitted by TomFrenchBlockchain, also found by gellej and gzeon","[L-08] Conversions between sNOTE and BPT when burning cause less sNOTE to be burned than expected?Submitted by TomFrenchBlockchain, also found by gellej and gzeon",,
83, L-01,,,Masterchef: pendingConcur() shows increasing reward amounts after mining period ends,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/83.md#l-01-masterchef-pendingconcur-shows-increasing-reward-amounts-after-mining-period-ends,,
83, L-02,,,Masterchef: safeConcurTransfer() potentially reverts for zero amount,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/83.md#l-02-masterchef-safeconcurtransfer-potentially-reverts-for-zero-amount,,
83, L-03,,,ConvexStakingWrapper: Small rounding error in _calcRewardIntegral(),https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/83.md#l-03-convexstakingwrapper-small-rounding-error-in-_calcrewardintegral,,
83, L-04,,,USDMPegRecovery: 40M or 4M threshold?,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/83.md#l-04-usdmpegrecovery-40m-or-4m-threshold,,
89, L-01,,,PREVENT DIV BY 0,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/89.md#l-01--prevent-div-by-0,,
89, L-02,,,Single-step change of governance address is extremely risky,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/89.md#l-02-single-step-change-of-governance-address-is-extremely-risky,,
89, L-03,,,Front-runnable Initializers,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/89.md#l-03-front-runnable-initializers,,
89, L-04,,,Incompatibility With Rebasing/Deflationary/Inflationary tokens,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/89.md#l-04-incompatibility-with-rebasingdeflationaryinflationary-tokens,,
89, L-05,,,Missing zero-address check in constructors and the setter functions,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/main/reports/89.md#l-05-missing-zero-address-check-in-constructors-and-the-setter-functions,,
